Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Trade Show & Conference,"Banking, Finance",ABA Bank Marketing Conference,22 Sep 2019-24 Sep 2019,"08:00 AM - 06:30 PM (22 Sep 2019)|
08:30 AM - 06:30 PM (23 Sep 2019)|08:30 AM - 12:30 PM (24 Sep 2019)",23-25 Sep 2018,Sep-20,USA,Austin,JW Marriott Austin,300,60,https://www.aba.com/Training/Conferences/Pages/MKTG.aspx,+1 800 226 5377,jcapotos@aba.com,"Bring The Art of Marketing to Life

This is the flagship conference for bank marketing and retail professionals. The conference attracts over 300+ chief marketing officers, marketing directors, sales managers, retail banking and personal financial services executives, as well as CEOs from institutions of all sizes, both nationally and internationally. A comprehensive exhibit hall is an important part of the event.

https://www.aba.com/Training/Conferences/Pages/MKTG_showguide.aspx","Kane Graphical ,Level Access ,Environics Analytics ,ServisFirst Bank ,Convergint Technologies ,Unleased Technologies ,Haberfeld Associates ,StrategyCorps,DNSimple,InLighten,Direggio,Banc Intranets, LLC,American Bankers Association,Allpoint Network,Marquis,PWCampbell,Q2,Saylent Technologies,Pannos Marketing,Banzai","Eligibility Criteria: Open to industry professionals
Fees: ABA Member/Service Member/Marketing Network Member/CFMP - $1.590
?ABA Member Team Discount - $1.390
Hometown Host - exclusively for banks chartered in Texas - $795
Non-Member Bankers - $1.990
?Non-Member Service Providers - $2.490
Spouse/Guest - $195
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: ABA Service Members - $3.965
Non-Members - $4.995
Exhibitor Registration",https://www.aba.com/Training/Conferences/Pages/mktg-experience.aspx,,https://www.facebook.com/AmericanBankersAssociation,https://www.instagram.com/americanbankersassociation/,https://www.linkedin.com/company/american-bankers-association/,https://twitter.com/ABABankers
Conference,"Banking, Finance",Jack Henry Annual Conference and TechConnect,7 Oct 2019-10 Oct 2019,08:00 AM - 06:00 PM,16-18 Oct 2018,Oct-20,USA,San Diego,San Diego Convention Center,,,https://www.jackhenrybanking.com/learn-more/pages/annual-conference.aspx,,askus@jackhenry.com,"One Don't-Miss Occasion for Banking Technology

At the JAC, youll experience dynamic and interactive educational sessions, training classes, roundtable discussions, and product demonstrations. Many classes offer continuing professional education credits. Youll also have the opportunity to attend TechConnect where you can experience firsthand the solutions provided by Jack Henry Banking, ProfitStars, our strategic partners, and select solutions providers.

https://discover.jackhenry.com/jac",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for pricing details
Attendee Registration","Sponsorship Fees: Sponsorship packages available
Contact required for further information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",https://discover.jackhenry.com/jac,https://discover.jackhenry.com/jac,https://www.facebook.com/jackhenrybanking/,,https://www.linkedin.com/company/jack-henry-banking/,https://twitter.com/JHABanking
Trade Show & Conference,"Banking, Finance",Mortgage Bankers Association Annual Convention & Expo,27 Oct 2019-30 Oct 2019,07:30 AM - 06:00 PM,14-17 Oct 2018,Oct-20,USA,Austin,Austin Convention Center,4000,500,https://www.mba.org/conferences-and-education/event-mini-sites/annual-convention-and-expo,+1 202 557 2700,meetings@mba.org,"The Nation's Largest Gathering of Real Estate Finance Professionals

Whether you are new to the industry or a seasoned professional, everyone who's anyone in real estate finance should be there. Attendees include professionals working in the single-family sector of the real estate finance industry.

https://www.mba.org/conferences-and-education/event-mini-sites/annual-convention-and-expo/who-should-attend","Advantage Systems, Inc.,Bankers Insurance Service,CBC Mortgage Agency,Chetu Inc.,CoreLogic,Deluxe,eOriginal, Inc.,Infinity IPS Inc.,LendingQB,Loan Vision,MetLife, Inc.,Mortgage Bankers Association,Nationwide Appraisal Network,Nexsys Technologies,Optimal Blue, LLC,QuestSoft,REI Loans,Sagent Lending Technologies,Taylor Communications,Universal Credit Services","Eligibility Criteria: Open to industry professionals
Fees: Member
Before 8/2/2019 - $1.195
Standard - $1.395
After 10/18/2019 - $1.445
Non-Member
Before 8/2/2019 - $2.995
Standard - $3.495
After 10/18/2019 - $3.750
Attendee Registration","Sponsorship Fees: Vary between $25.000 - $225.000
Exhibitor Fees: Choice 10' x 10'?/ 10' x 20'
MBA Member - $5.900 / $11.800
Non-Member - $11.800 / $23.600
Premium 10' x 10' / 10' x 20'
MBA Member: $6.900 / $13.800
Non-Member: $13.800 / $27.600
Premium Island prices vary from $40.500 to 74.500 for MBA members, from $81.000 to $149.000 for non-members.
Exhibitor Registration",,,https://www.facebook.com/mbamortgage,https://www.instagram.com/mortgage_bankers_association/,https://www.linkedin.com/company/mortgage-bankers-association/,https://twitter.com/mbamortgage
Trade Show & Conference,"Banking, Finance",ABA Annual Convention,27 Oct 2019-29 Oct 2019,08:00 AM - 07:30 PM (27 Oct 2019)|07:00 AM - 06:30 PM (28 Oct 2019)|07:00 AM - 03:30 PM (29 Oct 2019),21-23 Oct 2018,Oct-20,USA,Seattle,Washington State Convention Center,,115,https://www.aba.com/Training/Conferences/Pages/annual.aspx,+1 800 226 5377,ldwyer@aba.com,"The Industry's Premier Event

The Annual Convention gathers bankers from institutions of all sizes to explore trends and emerging issues in financial servicesand how we can respond to ensure a strong future for our industry.

https://www.aba.com/Training/Conferences/Pages/annual.aspx","Visa,Man & Machine, Inc.,LendingFront,CyberScout,BMO Financial Group,Basys Processing,Axis Communications,Elan Financial,First American Proesssional Real Estate,GRC Solutions,Hanwha Techwin America,P2Binvestor,Neustar, Inc.,PayNet Incorporated,Q2,Servion Group,Haberfeld Associates,Laurel Road,Marquis,Deposit Slips LLC","Eligibility Criteria: Open to industry professionals
Fees: ABA Bank Member - $1.395
ABA Member Team Discount - $1.095
Non-member - $2.495
Spouse/Guest - $495
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: ABA Service Members - $4.295
Non-members - $6.200
Exhibitor Registration",,https://www.youtube.com/user/AmericanBankersAssn,https://www.facebook.com/AmericanBankersAssociation,https://www.instagram.com/americanbankersassociation/,https://www.linkedin.com/company/american-bankers-association/,https://twitter.com/ABABankers
Trade Show & Conference,"Banking, Finance",ABA Financial Crimes Enforcement Conference,8 Dec 2019-10 Dec 2019,TBD,2-4 Dec 2018,Dec-20,USA,Washington DC,Washington Marriott Wardman Park,1050,,https://www.aba.com/Training/Conferences/Pages/FCE.aspx,+1 800 226 5377,dfriedla@aba.com,"Comprehensive. In-Depth. Exclusively Bank-Focused.

The ABA/ABA Financial Crimes Enforcement Conference will bring together the nation's top anti-money laundering financial services, legal, and law enforcement experts along with senior regulatory officials. This is ""the"" reliable forum where you will find expert guidance designed and delivered by the leading authorities on anti-money laundering strategies and solutions.

https://www.aba.com/Training/Conferences/Pages/FCE-showguide.aspx","American Bankers Association,Mazars USA?,MJ Boyd Consulting?,BAE Systems?,Banker's Toolbox, Inc.,Summit Technology,NTT Data Services,ARC Risk and Compliance,ACA Compliance Group,Quantexa,Refinitiv,KPMG LLP?,Guardian Analytics,Safe Banking Systems LLC,The Mercadien Group,FTI Consulting?,Thomson Reuters,Booz Allen Hamilton,Compliance Anchor?,Ayasdi","Eligibility Criteria: Open to industry professionals
Fees: ?ABA Member/ Government - $1.390 (by 10/11), $1.740 (after 10/11)
American Bankers Association Certifications - $1.390
American Bar Association Member - $1.390 (by 10/11), $1.740 (after 10/11)
Non-member - $2.040
Guest - $195
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: ABA Service Members - $4.395
Non-Members - $5.595
Exhibitor Registration",,https://www.youtube.com/user/AmericanBankersAssn,https://www.facebook.com/AmericanBankersAssociation,https://www.instagram.com/americanbankersassociation/,https://www.linkedin.com/company/american-bankers-association/,https://twitter.com/ABABankers
Trade Show & Conference,"Banking, Finance",ABA Conference for Community Bankers,9 Feb 2020-12 Feb 2020,07:00 AM - 07:30 PM (9 Feb 2020)|07:00 AM - 06:30 PM (10 Feb 2020)|08:00 AM - 06:00 PM (11 Feb 2020)|07:00 AM - 11:45 AM (12 Feb 2020),10-13 Feb 2019,Feb-21,USA,Orlando,Omni Orlando Resort at ChampionsGate,,100,https://www.aba.com/Training/Conferences/Pages/community.aspx,+1 800 226 5377,SRadziew@aba.com,"The Premier Event for Community Bank CEOs

The Conference for Community Bankers (formerly known as NCCB) is the premier event developed forand bycommunity bank CEOs.

https://www.aba.com/Training/Conferences/Pages/community.aspx","3SI Security Systems,Visa, Inc.,Fiserv, Inc.,Crescent Mortgage,Q2 Software, Inc.,Axis Communications,Money Concepts International, Inc.,Allied Solutions,Chatham Financial Corp.,CMPG Risk Solutions?,Econ O Check Corporation,DebtX,Reich & Tang,Hanwha Techwin America,inLighten?,FTNI,First Data CFI,VITEX, Inc.,Summit Technologies,S&P Global Market Intelligence","Eligibility Criteria: Open to industry professionals
Fees: ABA Member/Service Member - $1.295 (by Sep 27), $1.595 (after Sep 27)
ABA Member Team Discount - $995
ABA Member Outside Bank Director - $995
Non-member - $2.695
Spouse/Guest - $195
Attendee Registration",Exhibitor and sponsorship registrations will be opened.,,https://www.youtube.com/user/AmericanBankersAssn,https://www.facebook.com/AmericanBankersAssociation,https://www.instagram.com/americanbankersassociation/,https://www.linkedin.com/company/american-bankers-association/,https://twitter.com/ABABankers
Conference,"Banking, Finance",Finovate Asia,14 Oct 2019-15 Oct 2019,08:50 AM - 05:35 PM (14 Oct 2019)|09:00 AM - 06:25 PM (15 Oct 2019)|08:30 AM - 04:00 PM (16 Oct 2019),29-30 Oct 2018,Oct-20,Singapore,,Marina Mandarin,450,,https://finance.knect365.com/finovateasia/,+1 888 670 8200,register@knect365.com,"Cutting-edge Solutions & Key Insights from & for the World's Largest Fintech Market

FinovateAsia is returning to Singapore, one of the world's leading fintech hubs. The city has all of the key elements needed to drive fintech innovation, including strong governmental support, an atmosphere of collaboration - both between incumbents/startups and tech/finance - and a deep pool of talented individuals from all over the world.

https://finance.knect365.com/finovateasia/",,"Eligibility Criteria: Open to industry professionals
Fees: Main 2 day event - $1.695
Summit Day - $1.195
Attendee Registration","Sponsorship packages vary from 10.500 to 24.500
Sponsorship Registration",,https://www.youtube.com/channel/UCIi4K3Gk3hULdetAoPDd-WQ,https://www.facebook.com/Finovate/,https://instagram.com/finovateseries,https://www.linkedin.com/company/finovate-conference-series/,https://twitter.com/finovate
Trade Show & Conference,"Banking, Finance",ABA Wealth Management and Trust Conference,23 Feb 2020-25 Feb 2020,09:00 AM - 06:00 PM,10-12 Feb 2019,Feb-21,USA,Orlando,Omni Orlando Resort at ChampionsGate,500,60,https://www.aba.com/Training/Conferences/Pages/WMT.aspx,+1 202 663 7584,ngautam@aba.com,"The National Event that Address the Latest Issues Facing the Trust Industry

Hear and interact with the industry thought leaders, as well as create new paths to success. Learn how to build relationships, make full use of the latest technologies, and become a forward-focused advisor for your clients. The ABA Wealth Management and Trust Conference will show you how to create those connections, and take them into the future.

https://www.aba.com/Training/Conferences/Pages/WMT.aspx","American Bankers Association,BNY Mellon Investment Management,Morgan Stanley Investment Management,Osterweis Capital Management,Northern Trust Corporation,Northern Trust Asset Management,Raymond James Financial Institutions Division,Invesco,FCI Advisors,DWS Investments,Crossing Bridge Advisors,Reich & Tang,Accutech Systems Corporation,Salient Partners,Total Bank Solutions,InvestEdge,Franklin Templeton Investments,FinTech Securities,CUSIP Global Services,Litman Gregory Asset Management","Eligibility Criteria: Open to industry professionals
Fees: ABA Professional Certification Holder - $1.290
ABA Member / Service Member / Government - $1.390 (by 12/20), $1.590 (after 12/20)
Non-Member - $2.090
Guest - $195
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: ABA Service Members - $3.695
Non-Members - $5.195
Exhibitor Registration",,,https://www.facebook.com/AmericanBankersAssociation,https://www.instagram.com/americanbankersassociation/,https://www.linkedin.com/company/american-bankers-association,https://twitter.com/ABABankers
Conference,"Banking, Finance",Finovate Europe,11 Feb 2020-13 Feb 2020,09:00 AM - 06:30 PM,12-14 Feb 2019,Feb-21,Germany,Berlin,InterContinental Berlin,1200,,https://finance.knect365.com/finovateeurope/,+44 20 7017 7200,info.events@knect365.com,"Innovative Fintech, Real World Applications

See the best of the Europes fintech through unique, short-form demos. Expert speakers on banking, regtech, payments, customer experience, investech, open banking and AI.

https://finance.knect365.com/finovateeurope/",,"Eligibility Criteria: Open to industry professionals
Fees: Main 3 day event - 1.095 + 19% VAT (by 27 September),  2.195 + 19% VAT (after 27 September)
Summit Day - 795 + 19% VAT (by 27 September), 995 (after 27 September)
Attendee Registration","Sponsorship packages vary between 15.500 - 77.350
Sponsorship Registration",,https://www.youtube.com/playlist?list=PLdscmqhRMVY22TCdK3vabWSEkTHSychvn,https://www.facebook.com/Finovate/,https://instagram.com/finovateseries,https://www.linkedin.com/company/finovate-conference-series/,https://twitter.com/finovate
Conference,"Banking, Finance",Finovate Fall,23 Sep 2019-25 Sep 2019,08:00 AM - 06:50 PM (23 Sep 2019-24 Sep 2019)|08:00 AM - 05:10 PM (25 Sep 2019),24-26 Sep 2018,Sep-20,USA,New York,New York Marriott Marquis,1500,,https://finance.knect365.com/finovatefall/,+1 888 670 8200,register@knect365.com,"Cutting-Edge Fintech in the World's Financial Capital

Finovate has the insight and ideas you need to stay ahead of your competition. FinovateFall - the flagship New York showcase - debuted in 2007. And it remains the best place to stay informed and find your next big advantage.

https://finance.knect365.com/finovatefall/","Glance,Faraday,Dessa,Coconut Software,Billshark,TransPerfect,WealthEngine,Vymo,SparkPost,Persistent Systems,NuoDB,Momentum Design Lab,Introhive,Glue42,Glia,Exago,ebankIT,Intellaegis DBA masterQueue,PLAID,Eigen Technologies","Eligibility Criteria: Open to industry professionals
Fees: Main 3 day event - $2.195 (by 16 August), $2.595 (after 16 August)
Summit Day - $1.195 (by 16 August), $1.395 (after 16 August)
Atendee Registration","Sponsorship packages vary between 15.500 - 77.350
Sponsorship Registration",,https://www.youtube.com/playlist?list=PLdscmqhRMVY3QkWcH6yh12C3p1URnB5KF,https://www.facebook.com/Finovate/,https://instagram.com/finovateseries,https://www.linkedin.com/company/finovate-conference-series/,https://twitter.com/finovate
Conference,"Banking, Finance",Finovate Middle East,19 Nov 2019-21 Nov 2019,08:00 AM - 03:00 PM (19 Nov 2020)|08:00 AM - 05:05 PM (20 Nov 2020)|08:30 AM - 05:35 PM (21 Nov 2020),26-27 Feb 2018,TBD,UAE,Dubai,The Ritz-Carlton DIFC,400,,https://finance.knect365.com/finovate-middle-east/,+44 20 7017 7200,middleeast@finovate.com,"Regional Fintech Focus, Global Fintech Solutions

Alongside Strategic Partner, United Arab Emirates Ministry of Finance, Finovate brings together the Middle East's fintech community to showcase cutting-edge banking, financial and payments technology on a global scale. See the latest fintech innovations demoed live on stage and hear insights from global financial services experts.

https://finance.knect365.com/finovate-middle-east/",,"Eligibility Criteria: Open to industry professionals
Fees: Main 2 day event - $1.095 + 5% VAT (by 5 September), $1.395 + 5% VAT (after 5 September)
Summit Day - $795 + 5% VAT (by 5 September), $995 + 5% VAT (after 5 September
Attendee Registration","Sponsorship packages vary between $13.650 - $31.850
Sponsorship Registration",,https://www.youtube.com/playlist?list=PLdscmqhRMVY0ZGdfEXU_EePL-wiuC1Iv4,https://www.facebook.com/Finovate/,https://instagram.com/finovateseries,https://www.linkedin.com/company/finovate-conference-series/,https://twitter.com/finovate
Conference,"Banking, Finance",Real-world Solutions and Insights from Fintech's Cutting Edge,27 May 2020-29 May 2020,08:00 AM - 06:00 PM,8-10 May 2019,May-21,USA,San Francisco,Hilton San Francisco Union Square,1100,,https://finance.knect365.com/finovatespring/,+1 888 670 8200,register@knect365.com,"Real-World Solutions and Insights from Fintech's Cutting Edge

See the best of the Bay Areas fintech through unique, short-form demos. Expert speakers on banking, payments, lending, community banking, AI and customer experience.

https://finance.knect365.com/finovatespring/","Billshark,Faraday,glia,Momentum Design Lab,SparkPost,TruilooYseop","Eligibility Criteria: Open to industry professionals
Fees: Main 3 day event - $1.495 (by 6 December), $2.495 (after 6 December)
Summit Day - $995 (by 6 December), $1.395 (after 6 December)
Attendee Registration","Sponsorship packages vary between $21.000 - $49.250
Sponsorship Registration",,https://www.youtube.com/playlist?list=PLdscmqhRMVY1yones4ooS4uVOCnUgBIot,https://www.facebook.com/Finovate/,https://instagram.com/finovateseries,https://www.linkedin.com/company/finovate-conference-series/,https://twitter.com/finovate
Trade Show & Conference,"Banking, Finance",ABA Agricultural Bankers Conference,10 Nov 2019-13 Nov 2019,08:00 AM - 07:00 PM (10 Nov 2019)|08:00 AM - 06:00 PM (11 Nov 2019)|07:00 AM - 06:00 PM (12 Nov 2019)|07:00 AM - 11:30 AM (13 Nov 2019),11-14 Nov 2018,Nov-20,USA,Dallas,Hyatt Regency Dallas,,50,https://www.aba.com/Training/Conferences/Pages/AGR.aspx,+1 800 226 5377,cwatkins@aba.com,"Unique Perspectrives into the World of Agricultural Banking Perspectives

As an ag banker, serving your customer means more than providing a lending channel. Youve got to be in touch with the intricacies of the farm as a business to be able to guide your customers to growth. When you align yourself with your customer as a true partner, you can both thrive.

https://www.aba.com/Training/Conferences/Pages/AGR.aspx","Global Ag Risk Solutions,American Bankers Association,Producers Livestock Credit Corporation,Farm Financial Standards Council,Crowe LLP,AXA Equitable AgriFinance,Rockport Solutions, LLC,Raymond James,Conterra Agricultural Capital,BigIron Auction Company,Iron Solutions, Inc,Murray Wise Associates,Moody's Analytics,Rockport Solutions, LLC,South Dakota Bankers Association,Stewart-Peterson,TRG Mobilearth Inc,USDA Farm Service Agency,USDA Rural Development,Zions Agricultural Finance","Eligibility Criteria: Open to industry professionals
Fees: ABA Member - $895 (by 8/30), $995 (after 8/30)
Team Discount - $735 (by 8/30), $875 (after 8/30)
Nonmember Service Member - $1.545
Guest - $380
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information",,,https://www.facebook.com/AmericanBankersAssociation,https://www.instagram.com/americanbankersassociation/,https://www.linkedin.com/company/american-bankers-association,https://twitter.com/ABABankers
Trade Show & Conference,"Banking, Finance",Fincon,4 Sep 2019-7 Sep 2019,11:00 AM - 07:00 PM (4 Sep 2019)|08:00 AM - 06:30 PM (5 Sep 2019-6 Sep 2019)|08:30 AM - 04:00 PM (7 Sep 2019),26-29 Sep 2018,Sep-20,USA,Washington DC,Washington Hilton,2000,100,https://finconexpo.com/,+214 799 0610,admin@finconexpo.com,"The World's Largest Financial Conference and Expo

In September 2019, an energetic community of money media nerds will descend on Washington, D.C. These 2,000+ personal finance content creators and influencers will connect, collaborate, and learn from each other at the worlds largest financial conference and expo.

https://finconexpo.com/fincon19/",,"Eligibility Criteria: Open to industrry professionals and trade visitors
Fees: Basic Influencer Pass - $497
Pro Influencer Pass - $797
Brand/Industry Pass - $897 (Full price)
Attendee Registration","Sponsorship Fees: Vary between $325 - $60.000
Exhibitor Fees: Vary between $2.500 - $23.750
Exhibitor Registration",,https://www.youtube.com/channel/UCvh6547pUxNwVTYpH88XOEg,https://www.facebook.com/finconexpo/,https://www.instagram.com/finconexpo/,,https://twitter.com/FinCon?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
Trade Show & Conference,"Banking, Finance",FIA Annual Futures and Options Expo,29 Oct 2019-31 Oct 2019,09:00 AM - 06:00 PM,16-18 Oct 2018,Oct-20,USA,Chicago,Hilton Chicago,4000,120,https://fia.org/events/expo-2019,,info@fia.org,"Explore Ways to Amplify Innovation, Fuel Progress and Take on the Industry's Biggest Challenges

Expo covers the cleared derivatives industry from end to end. Whether ground-breaking fintech startups in the Innovators Pavilion or leading voices analyzing the most pressing issues, the 35th Annual Futures & Options Expo is your destination to build partnerships, spot trends and define the future of our industry.

https://fia.org/events/expo-2019","Neovest Inc.,Nanhua USA LLC,BittWare,CN First International Futures Limited,RSM US LLP,Singapore Exchange,The Institute for Financial Markets,FreightWaves,Intercontinental Exchange (ICE),EY,Enyx,CME Group,OCC,Baton Systems,Minneapolis Grain Exchange, Inc.,McKay Brothers & Quincy Data,Taiwan Futures Exchange,Tokyo Commodity Exchange Inc.,Tokyo Financial Exchange Inc.,London Metal Exchange","Eligibility Criteria: Open to industry professionals
Fees: Full Conference
FIA member - $775 ($875 after Sep 6)
Non-member - $1.050 ($1,150 after Sep 6)
Government - $400
Single Day
FIA member -  $450 ($500 after Sep 6)
Non-member - $615 ($680 after Sep 6)
Trade Show Plus
FIA member -  $100
Non-member - $130
Trade Show Only
FIA member -  $35
Non-member - $35
Single Session
FIA member - $150 (Available in early Oct)
Non-member - $170 (Available in early Oct)
Attendee Registration","Sponsorship Fees: Options vary between $1.600 - $45.000 for members. $1.920 - $54.000 for non members.
Exhibitor Fees: $3.815 - $23.355 for members
$5.145 - $30.395 for non-members
Exhibitor Registration",,,,,,https://twitter.com/FIAconnect
Conference,"Banking, Finance",FIA-SIFMA AMG Asset Management Derivatives Forum,5 Feb 2020-7 Feb 2020,08:00 AM - 07:00 PM,13-15 Feb 2019,Feb-21,USA,Laguna Miguel,The Ritz-Carlton Laguna Miguel,300,,http://fia-sifmaamgforum.org/,+1 312 636 2919,tvitalechan@fia.org,"Latest Developments in Global Derivatives Trading and Clearing, Operations and Regulation

Attracting more than 300 executives, the annual Asset Management Derivatives Forum brings together market participants from all sides of a trade to examine the latest developments in global derivatives trading and clearing, operations and regulation. The Forum presents a unique opportunity to connect investors with market expertise in over-the-counter and exchange-traded derivatives, attracting attendees from the joint membership of FIA and SIFMA AMG.

http://fia-sifmaamgforum.org/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,https://www.flickr.com/photos/42096231@N07/albums/72157707012760375,,,,,https://twitter.com/FIAconnect
Trade Show & Conference,"Banking, Finance",Annual AML & Financial Crime Conference,23 Sep 2019-25 Sep 2019,08:00 AM - 06:30 PM (22 Sep 2020)|07:50 AM - 06:00 PM (23 Sep 2020)|08:00 AM - 06:00 PM (24 Sep 2020)|08:00 AM - 12:35 PM (25 Sep 2020),3-5 Oct 2018,Sep-Oct 2020,USA,Las Vegas,Aria Resort & Casino,2500,100,https://www.acamsconferences.org/vegas/,+1 305 373 0020,info@acams.org,"Financial Crime Prevention Conference in Las Vegas

Join over 2,500 influential anti-financial crime professionals, regulators, law enforcement investigators and government officials at this comprehensive financial crime prevention conference in Las Vegas. During the course of three days, the financial crime prevention community has the opportunity to learn from inspiring subject-matter experts, connect with other industry professionals and gain new insights and practical strategies to help their institutions combat financial crime.

https://www.acamsconferences.org/vegas/","4iQ,Acams,Accenture,Brighterion,Bureau Van Dijk,Crowe,CSI,EY,FTI Consulting,IBM,KPMG,Lexis Nexis,McKinsey & Company,Oracle Financial Services,Pwc,SAS,Thomson Reuters,Hypur,Genpact,Financial Integrity Network","Eligibility Criteria: Open to industry professionals
Fees: ACAMS Member - Main Conference Standard Price - $2.195
Non-Member - Main Conference Standard Price - $2.395
ACAMS Member - Conference and 1 Workshop Standard Price - $2.645
Non-Member - Conference and 1 Workshop Standard Price - $2.845
ACAMS Member - Conference and 2 Workshops Standard Price - $2.895
Non-Member - Conference and 2 Workshops Standard Price - $3.095
Attendee Registation","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Contact required for further information
Exhibitor Registration",https://www.acamsconferences.org/vegas/#gallery,https://www.youtube.com/playlist?list=PLM6F7LisNmysxvAH39VE_9iQ65xhT2lUf,,,,https://twitter.com/ACAMS_AML?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3AACAMS_AML&ref_url=https%3A%2F%2Fwww.acamsconferences.org%2Fvegas%2F
Conference,"Banking, Finance",Money 20/20 USA,27 Oct 2019-30 Oct 2019,10:05 AM - 04:40 PM (27 Oct 2019)|10:50 AM - 05:10 PM (28 Oct 2019)|09:35 AM - 04:50 PM (29 Oct 2019)|09:05 AM - 02:35 PM (30 Oct 2019),21-24 Oct 2018,Oct-20,USA,Las Vegas,The Venetian,11500,,https://us.money2020.com/,+1 212 682 8000,info@money2020.com,"Journey to the Future of Money

Money20/20 is the doorway to the epicenter of the Payments, Banking, Fintech and Financial Services ecosystem. As the home of the Money Revolution we unite captains of industry, dreamers, trailblazers, innovative thinkers and fearless leaders that hold the keys to fundamental changes in the way the world uses, spends, borrows and moves money.

https://us.money2020.com/event-theme",,"Eligibility Criteria: Open to industry professionals
Fees: Full Pass - $2.895 (early bird), $3.495 (full price)
Retailer Pass - $995
Government & Credit Unions - $2.195
Attendee Registration","Contact required for further information
Sponsor/Exhibitor Registration",,https://www.youtube.com/playlist?list=PLIO3CgwH3qs-6KZBTPJW3JKvmaS8FJaq6,https://www.facebook.com/Money2020/,,https://www.linkedin.com/company/money2020,https://twitter.com/money2020
Trade Show & Conference,"Banking, Finance",Money 20/20 China,4 Dec 2019-6 Dec 2019,08:00 AM - 06:30 PM,14-16 Nov 2018,Nov-Dec 2020,China,Hangzhou,Hangzhou International Expo Centre,,,https://www.money2020-china.com/,+86 571 22835728,china@money2020.com,"The Space Where the Industry's Smartes

Founded in 2011, Money20/20 creates destination events serving the world's most exciting FinTech markets. These ground-breaking events are where the most innovative and influential people in payments, FinTech and the broader financial services industry connect.

https://www.money2020-china.com/overview/about-money2020",,"Eligibility Criteria: Open to industry professionals
Fees: Early-bird rate - $1.995
Full rate - $3.350
Government/Industry Associations/Credit Unions - $1.595
Retailers - $995
StartUps - $995
Attendee Registration","Contact required for further information
Sponsorship Registration",https://www.money2020-china.com/overview/2018-photo,https://www.money2020-china.com/overview/2018-video,https://www.facebook.com/Money2020/,,https://www.linkedin.com/company/money2020,https://twitter.com/money2020
Trade Show & Conference,"Banking, Finance",Money 20/20 Asia,24 Mar 2020-26 Mar 2020,09:30 AM - 06:00 PM,19-21 Mar 2019,Mar-21,Singapore,,Sands Expo and Convention Centre,10000,,https://asia.money2020.com/,+44 203 033 2070,asia@money2020.com,"Relive the Action from Money 20/20 Asia

Every year, the worlds senior leaders across Payments, Financial Services and FinTech come together at Money20/20 Asia to network and connect over the critical developments shaping the future of money in Asia and to grow and futureproof their businesses.

https://asia.money2020.com/money2020-asia-critical-your-business","Google,Discover Global Network,Hanwha,Master Card,Standard Chartered,Stripe,UL,First Data,IBM Blockchain World Wire,PayU,TSYS,American Express,Citi,Banking Circle,Paypal,Singtel,JB Financial Group,Jumio,Rapyd,TNG Fintech Group","Eligibility Criteria: Open to industry professionals
Registration will be opened.
Attendee Registration","Sponsorship Fees: Contact required for further information
Exhibitor Fees: Standard booth - $50.500 - $250.000
Shell scheme booth - $7.000 - $34.000
Sponsorship Registration",https://asia.money2020.com/2019-photo-gallery-all,https://asia.money2020.com/video-gallery,https://www.facebook.com/Money2020/,,https://www.linkedin.com/company/money2020,https://twitter.com/money2020
Trade Show & Conference,"Banking, Finance",Money 20/20 Europe,16 Jun 2020-18 Jun 2020,09:00 AM - 06:00 PM,3-5 Jun 2019,Jun-21,Netherlands,Amsterdam,RAI Amsterdam,,,https://europe.money2020.com/,+44 203 033 2070,europe@money2020.com,"The Relationships Will Shape the Future of Money

You come to hear what will drive the industry before it hits the industry. We facilitate three days of networking-rich opportunities and bring together the most brilliant minds to deliver the next frontier of Financial Services.

https://europe.money2020.com/","ACI Worldwide,AECI,Amazon Pay,American Express,Google,Banking Circle,Discover Global Network,Feedzai,Finastra,Huawei,ING,Mastercard,JCB Europe,Idemia,Paypal,Santander,Nets,Nexi,Tink,Visa","Eligibility Criteria: Open to industry professionals
Fees: Onsite ticket - 3.495 + VAT
Registration for 2020 event will be opened.
Attendee Registration","Contact required for further information
Sponsorship Registration",,,https://www.facebook.com/Money2020/,,https://www.linkedin.com/company/money2020,https://twitter.com/money2020
