Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Trade Show & Conference,Advertising,Content Marketing World,3 Sep 2019-6 Sep 2019,08:00 AM - 05:15 PM,4-7 Sep 2018,Sep-20,USA,Cleveland,Huntington Convention Center of Cleveland,3700,,https://www.contentmarketingworld.com/,,cmi_registration@ubm.com,"The Place You Can Learn and Network with the Best in the Content Marketing Industry

Content Marketing World is the conference for the marketing/PR professional who develops the strategy or handles the execution of content marketing initiatives for their company or agency.  This is the person that, in some way, develops or curates valuable, relevant and compelling content through one or multiple channels to attract and retain customers, to drive profitable customer action.

https://www.contentmarketingworld.com/who-should-attend-the-conference/","GetResponse,LEAP + Progress,NewsCred,Aprimo,Libris by PhotoShelter + Greenfly,MRP Prelytix,NetLine Corporation,SEMrush,Cadenas Partsolutions,Intrado,Pace,Shootsta,SketchDeck,AmericanEagle.com,Canto,Ceros,Lucidpress,Page One Power,Piano Software Inc.,The HOTH","Eligibility Criteria: Open to industry professionals
Fees: All-Access Pass
Regular - $2.399
Onsite - $2.499
Main Conference Plus
Regular - $1.899
Onsite - $1.999
Main Conference
Regular - $1.399
Onsite - $1.499
Summit or Industry Forum
Regular - $699
Onsite - $749
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsor/Exhibitor Registration",,https://cmworld18.onlinepresentations.com/,https://www.facebook.com/ContentMarketingWorld,http://instagram.com/cmicontent,https://www.linkedin.com/company/2416452,https://twitter.com/@cmicontent
Trade Show & Conference,Advertising,ContentTECH Summit,20 Apr 2020-22 Apr 2020,08:00 AM - 06:00 PM,8-10 Apr 2019,Apr-21,USA,San Diego,Marriott Marquis San Diego Marina,,12,https://www.contenttechsummit.com/,,cmi_registration@ubm.com,"Content, Technology & Strategy for Enterprise Marketer-Experiences in Focus

Come to the ContentTECH Summit to learn how new technologies and innovative processes are fundamentally changing what our work will look like in the next two to five years. Attendees of ContentTECH will learn from practitioners and experts in content technology and marketing strategy. The best news? Both speakers and attendees are trailblazing pioneers who are not just traveling the new content roads  but paving them.

https://www.contenttechsummit.com/","Bidtellect,ScribbleLive,Vennli,Aprimo,Canto,Contently,Contentools,FunnelAmplified,MarketMuse,Senuto,OneSpot,PingPilot","Eligibility Criteria: Open to industry professionals
Fees: All-Access Pass
Regular - $2.099
Onsite - $2.399
Main Conference Plus
Regular - $1.899
Onsite - $2.199
Main Conference
Regular - $1.399
Onsite - $1.699
Registration will be opened.
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsor/Exhibitor Registration",,https://contenttech2019.videoshowcase.net/,https://www.facebook.com/ContentMarketingInstitute/app_214075708668108,https://instagram.com/cmicontent/,https://www.linkedin.com/company/2416452,https://twitter.com/cmicontent
Trade Show & Conference,Advertising,Traffic & Conversion Summit,25 Feb 2019-27 Feb 2019,08:00 AM - 06:30 PM (25 Feb 2019)|07:00 AM - 06:30 PM (26 Feb 2019)|07:00 AM - 04:45 PM (27 Feb 2019),26-28 Feb 2018,31 Mar-2 Apr 2020,USA,San Diego,San Diego Foyer,6000,80,https://www.trafficandconversionsummit.com/,+1 203 580 1865,support@trafficandconversionsummit.com,"The Largest Marketing Event in North America

It's a fact. Digital marketing changes FAST. And that's why every year, for the last 10 years, thousands of the world's smartest marketers have descended upon San Diego, California to learn what's new, what's hot, and what's actually working RIGHT NOW in digital marketing. Now, it's your turn.

https://www.trafficandconversionsummit.com/about/","WP Engine,AdRoll,ArcaMax,Chetu,DilogR,East 5th Avenue,Free Up,Great Falls Marketing,Investing Channel,Kajabi,LinkedSelling,Macromark,Midigator,Nicholas Kusmich,Page One Power,Powerinbox,Ringba,Scribe,The HOTH,Visify","Eligibility Criteria: Open to industry professionals
Fees: All Access
SUPER Early Bird - $895
Regular - $2.595
VIP
SUPER Early Bird - $1.595
Regular - $3.295
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsor/Exhibitor Registration",,https://www.trafficandconversionsummit.com/about/,https://www.facebook.com/digitalmarketer/,,,https://twitter.com/DigitalMktr
Conference,Advertising,Culturati Summit,27 Jan 2019-28 Jan 2019,05:00 PM - 07:00 PM (27 Jan 2019)|09:00 AM - 06:30 PM (28 Jan 2019),28-29 Jan 2018,26-27 Jan 2020,USA,Austin,Silicon Labs,250,,https://culturatisummit.com/,,info@culturatisummit.com,"Culture Powers Performance

The Summit is an intimate, invitation only event. Forbes named it the fourth most important conference for creatives in 2018. In 2018, our speakers included executives from Google, Patagonia, Accenture, PayPal, the San Antonio Spurs, Netflix, SOULCycle, Pelotonia, MailChimp, Turner, the Obama Foundation, Sprint, NACD, Favor, RetailMeNot, the Met Life Foundation, Dell and Civitas Learning.

https://culturatisummit.com/about",,"Eligibility Criteria: Open to industry professionals
Invitation only event
Fees: Earl Bird - $1.500
Attendee Registration",,,https://culturatisummit.com/recap,https://www.facebook.com/CulturatiSummit/?fref=ts,https://www.instagram.com/culturatisummit/,https://www.linkedin.com/company/6654938?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A6654938%2Cidx%3A2-1-2%2CtarId%3A1449019524981%2Ctas%3Aculturati%20summit,https://twitter.com/culturatisummit
Conference,Advertising,Adobe Summit,29 Mar 2020-2 Apr 2020,09:00 AM - 06:00 PM,26-28 Mar 2019,Mar-Apr 2021,USA,Las Vegas,TBD,,,https://2019.summit.adobe.com/na/,+1 866 855 3804,summitsupport@adobe-summit.com,"Get Inspired to Become an Exceptional Experience Maker

See whats ahead for experience marketing and how you can get there. Hear from top brands that are creating breakthrough experiences. Great experiences can set you apart and increase revenue growth, customer retention rates, and customer lifetime value. Come to Summit and see how to use data and design together to create memorable experiences for your customers.

https://2019.summit.adobe.com/na/",,"Eligibility Criteria: Open to industry professionals
Fees: Early Bird price - $1,495
Advance pricing - $1.695
Full price - $1.895
Government, Education, Non-profit attendees - $1.295
Attendee Registration","Sponsorship opportunities available
Contact required for pricing information
Sponsorship Registration",,,https://www.facebook.com/adobesummit/,,https://www.linkedin.com/groups/4279029/profile,https://twitter.com/adobesummit
Conference,Advertising,Adobe Summit Europe,13 May 2020-14 May 2020,08:45  AM - 07:30 PM,15-16 May 2019,May-21,United Kingdom,London,TBD,,,https://summit-emea.adobe.com/emea/,+44 1 462 74 4932,adobe@eventbooking.uk.com,"Where Experience Makers are Born

See whats ahead for experience marketing and how you can get there. Hear from top brands that are creating breakthrough experiences. Great experiences can set you apart and increase revenue growth, customer retention rates, and customer lifetime value. Come to Summit and see how to use data and design together to create memorable experiences for your customers.

https://summit-emea.adobe.com/emea/agenda/why-attend","Caci,Clicktale,Contentsquare,Lionbridge,Syntasa,Priint Suite,Showpad,Siteimprove,Smartling,Station10,Tap London,Tbscg,Tinyclues,Translations.com,Valtech,Workfront,Wrike","Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,,https://www.facebook.com/adobesummit/,,https://www.linkedin.com/showcase/3509272/,https://twitter.com/adobesummit
Conference,Advertising,Adobe Symposium - The Digital Experiences Conference Sydney,27 Jun 2019-28 Jun 2019,09:30 AM - 05:30 PM (27 Jun 2019)|09:00 AM - 06:00 PM (28 Jun 2019),15-16 Aug 2018,Aug-20,Australia,Sydney,International Convention Centre,4000,,https://symposium.adobe.com/au/,,anzsymp@adobe.com,"Creating experience-led businesses

Adobe Symposium 2019 is about evolving experiences. Its not only where experience makers are born, but where they go to grow. Be part of creating experience-led businesses that bring dynamic, customer-centric visions to life. Defend design. Champion creativity. Be an experience-leader.

https://symposium.adobe.com/au/","Asana,BizTech,Branch,Hellium,Microsoft,Siteimprove","Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information","Partnership opportunities available
Contact required for further information
cepps@adobe.com",,https://symposium.adobe.com/au/highlights,https://facebook.com/adobe,,https://linkedin.com/company/adobe,https://twitter.com/adobe
Conference,Advertising,Adobe Symposium - The Digital Experiences Conference Tokyo,23 Jul 2019-24 Jul 2019,09:00 AM - 09:00 PM,3-5 Sep 2018,TBD,Japan,Tokyo,ANA InterContinental Tokyo,,,https://adobe-symposium.jp/index.html,+81 3 5510 4176,adobe_symposium2019@seminar-reg.jp,"Leading Symposium on Customer Experience Management

Adobe Symposium 2019 welcomes business managers and managers of Adobe Experience Cloud client companies in Japan and overseas, leaders of companies leading various industries, and partners supporting the business of Adobe Experience Cloud.

https://adobe-symposium.jp/index.html",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,https://www.facebook.com/AdobeExperienceCloudJapan,,,https://twitter.com/AdobeExpCloudJP
Conference,Advertising,Build a Better Agency Summit,18 May 2020-20 May 2020,12:00 PM - 06:30 PM (18 May 2020)|08:30 AM - 05:30 PM (19 May 2020)|08:30 AM - 03:15 PM (20 May 2020),,May-21,USA,Chicago,The Westin Michigan Avenue,200,,https://agencymanagementinstitute.com/babasummit/,+1 800 830 6242,amoehring@meetingdemands.net,"Build an Agency that is Sustainable Scalable & Sellable

Youre going to hear keynotes on proactively defining what you want from your agency and building a plan to get there. Youre going to hear from agency owners who are crushing their goals despite working in some very non-traditional ways. Youre going to learn how to protect your profitability, no matter what season your agency is in.

https://agencymanagementinstitute.com/babasummit/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: First time attendee - $1.695 ($200 off 2+ people)
AMI members (gold and above) - $1.495
AMI family day and family dinner - $200
Attendee Registration","Sponsorship Fees: Packages vary between $1.500 - $15.000
Sponsorship Registration",,,https://www.facebook.com/agencymanagementinstitute,,https://www.linkedin.com/in/drewmclellan,https://twitter.com/drewmclellan/
Conference,Advertising,Brand Marketing & Social Marketing Summit,30 May 2019-31 May 2019,09:00 AM - 07:00 PM (30 May 2019)|09:00 AM - 04:15 PM (31 May 2019),30-31 May 2018,May-20,USA,San Francisco,Hyatt Regency,350,,https://events.incite-group.com/west/,+44 207 375 7244,aaron@incite-group.com,"Engaging Stories, Personalized Journeys, Innovative Social and Impactful Influencers

As marketers its vital we pioneer new technologies, strategies and channels, to achieve this. Bringing together world renowned CMOs, innovators and experts, The Brand Marketing Summit will inspire and empower marketing leaders to develop their own departments and drive their organization forward. A holistic cross-industry, cross discipline approach to effective and authentic marketing driven by innovation.

https://events.incite-group.com/west/",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UCA5CmTC-MTtMtWOWSRekdwg,https://facebook.com/incitegrp,,https://www.linkedin.com/groups/4913512/profile,https://twitter.com/Incite_Group
Conference,Advertising,Brand Marketing & Digital Summit,21 Oct 2019-22 Oct 2019,09:00 AM - 06:00 PM,24-25 Oct 2018,Oct-20,USA,New York,New York Marriott at the Brooklyn Bridge,500,,https://events.incite-group.com/east/,+1 800 814 3459 ex.7244,aaron@incite-group.com,"Authentic Engagement on a Personal Level

As marketers its vital we pioneer new technologies, strategies and channels, to achieve this. Bringing together world renowned CMOs, innovators and experts, The Brand Marketing Summit will inspire and empower marketing leaders to develop their own departments and drive their organization forward. A holistic cross-industry, cross discipline approach to effective and authentic marketing driven by innovation.

https://events.incite-group.com/east/",,"Eligibility Criteria: Open to industry professionals
Fees: Executive Pass
Brands - $2.245
Service Providers - $2.945
Standard Pass
Brands - $2.045
Service Providers - $2.745
Economy Pass
Brands - $1.845
Service Providers - $2.545
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UCA5CmTC-MTtMtWOWSRekdwg,https://facebook.com/incitegrp,,https://www.linkedin.com/groups/4913512/profile,https://twitter.com/Incite_Group
Conference,Advertising,The Customer Service and Experience Summit,16 Sep 2019-17 Sep 2019,09:00 AM - 05:05 PM (16 Sep 2019)|09:00 AM - 03:45 PM (17 Sep 2019),18-19 Sep 2018,Sep-20,United Kingdom,London,Leonardo Royal Hotel London Tower Bridge,200,,https://events.incite-group.com/europecs/,+44 207 375 7229,paul@incite-group.com,"Deliver Personalised, Helpful Customer Service at Scale in the Era of Automation

The Customer Service and Experience summit Europe brings together the most important brands to help you set the bar for your multi-channel support strategy going forward.

https://events.incite-group.com/europecs/",,"Eligibility Criteria: Open to industry professionals
Fees: Executive Pass
Brands - 1.695 + VAT
Service Providers - 2.195 + VAT
Standard Pass
Brands - 1.595 + VAT
Service Providers - 2.095 + VAT
Economy Pass
Brands - 1.495 + VAT
Service Providers - 1.895 + VAT
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UCA5CmTC-MTtMtWOWSRekdwg,https://facebook.com/incitegrp,,https://www.linkedin.com/groups/4913512/profile,https://twitter.com/Incite_Group
Conference,Advertising,Annual Customer Service Summit,23 Oct 2019-24 Oct 2019,08:30 AM - 04:40 PM (23 Oct 2019)|08:50 AM - 05:20 PM (24 Oct 2019),4-5 Oct 2018,Oct-20,USA,New York,New York Marriott at the Brooklyn Bridge,350,5,https://events.incite-group.com/customerservice/,+44 207 375 7532,jasmine@incite-group.com,"Innovative Support Driving the Ultimate Customer Experience

At the 9th Annual Customer Service Summit, our mission is to equip support leaders with the tools and strategies they need to overcome these challenges and deliver the ultimate customer experience. Thats why weve gathered together those leading customer support, experience and contact center operations from the worlds most influential brands to set the bar for omnichannel support and ensure we are meeting the needs of customers of the future.

https://events.incite-group.com/customerservice/","AmplifAI,freshworks,Vanilla Forums,World Connection,Zoho","Eligibility Criteria: Open to industry professionals
Fees: Executive Pass
Brands - $2.595
Service Providers - $3.295
Standard Pass
Brands - $2.195
Service Providers - $2.895
Economy Pass
Brands - $1.995
Service Providers - $2.695
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UCA5CmTC-MTtMtWOWSRekdwg,https://facebook.com/incitegrp,,https://www.linkedin.com/groups/4913512/profile,https://twitter.com/Incite_Group
Conference,Advertising,Open Mobile & Digital Experience Summit,7 Nov 2019-8 Nov 2019,09:00 AM - 06:00 PM,27-28 Nov 2018,Nov-20,USA,San Francisco,Hyatt Regency,400,,https://events.incite-group.com/oms/,+44 207 375 7236,hayley@incite-group.com,"Personalize your Digital Product, Marketing and Mobile Engagement Strategy

Open Mobile & Digital Experience Summit SF brings together the leading minds on the cutting edge of digital experience, with a speaker line-up of 50+ C-Suite and VP's dedicated to customer experience, customer retention and growth.

https://events.incite-group.com/oms/",,"Eligibility Criteria: Open to industry professionals
Fees: Executive Pass
Brands - $2.395
Service Providers - $3.095
Standard Pass
Brands - $2.045
Service Providers - $2.895
Economy Pass
Brands - $1.995
Service Providers - $2.695
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UCA5CmTC-MTtMtWOWSRekdwg,https://facebook.com/incitegrp,,https://www.linkedin.com/groups/4913512/profile,https://twitter.com/Incite_Group
Conference,Advertising,Agency Transformation Summit,7 May 2020-8 May 2020,11:30 AM - 07:00 PM (6 May 2020)|08:45 AM - 01:00 PM (7 May 2020),6-7 May 2019,May-21,Canada,Minett,JW Marriott on Lake Rosseau,,,https://theica.ca/agency-transform-summit-2020,+1 800 5677422,ica@icacanada.ca,"Ready for the Client of the Future?

The ICA's Agency Transformation Summit is an engaging and essential leadership forum for the agency sector. As part of our drive to take the lead on providing peer-to-peer connection, interaction, and collaboration on agency challenges and solutions, we've created the ICA's Agency Transformation Summit to help agencies better understand the client of the future and stand up for their value.

https://theica.ca/agency-transform-summit-2020",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information",,,,,,https://www.linkedin.com/company/institute-of-communication-agencies/,https://twitter.com/icacanada
Conference,Advertising,Growth Marketing Conference,10 Dec 2019-11 Dec 2019,09:00 AM - 06:00 PM,11-12 Dec 2018,Dec-20,USA,San Francisco,Fairmont Hotel,2000,,https://growthmarketingconf.com/,,alla@growthmarketingconf.com,"Globally Focused Event for B2B and B2C Growth Marketers

Growth Marketing Conference is the leading, globally-focused event for B2B and B2C growth marketers. We host world-class thought leader speakers and workshop instructors to teach 2,000+ attendees the actionable, no-nonsense growth strategies and tactics that drive rapid, cost-effective, and sustainable revenue and user growth  in 2019 and beyond.

https://gmc2019.growthmarketingconf.com/home",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $2.550
Conference Team Pass - $978,50
All Access Pass - $3.250
One Day Pass - $978,50
Attendee Registration",,,,https://www.facebook.com/groups/367375373411422/,https://www.instagram.com/growthmarketingtactics/,https://www.linkedin.com/company/growthmarketingconference/,https://twitter.com/growthtactics
Conference,Advertising,Digital Summit New York City,1 May 2019-2 May 2019,08:30 AM - 06:15 PM (1 May 2019)|08:30 AM - 05:40 PM (2 May 2019),,May-20,USA,New York,Jacob K. Javits Convention Center,1000,,https://nyc.digitalsummit.com/,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

45+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://nyc.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Washington DC,4 Sep 2019-5 Sep 2019,08:30 AM - 05:15 PM (4 Sep 2019)|08:30 AM - 05:35 PM (5 Sep 2019),27-28 Aug 2018,Aug-Sep 2020,USA,Washington DC,Walter E. Washington Convention Center,1200,18,https://dc.digitalsummit.com/,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

50+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://dc.digitalsummit.com/why-attend/","Pantheon,Workfront,Genius Monkey,ActiveCampaign,Wingify,Silverback Strategies,Mapp,TMMData,Naylor,Datawrkz,Sprout Social,JMC Brands,iPost,Americaneagle.com,Zoho Social,SwagChimp,CrowdHost Productions,Brandcast","Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $345
Plus Pass - $445
Premium Pass - $545
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Tampa,11 Sep 2019-12 Sep 2019,08:30 AM - 06:15 PM (11 Sep 2019)|08:30 AM - 05:00 PM (12 Sep 2019),8-9 Aug 2019,Aug-Sep 2020,USA,Tampa,Tampa Convention Center,1000,,https://tampa.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

45+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://nyc.digitalsummit.com/why-attend/","Pantheon,Genius Monkey,ActiveCampaign,Spectrum Reach,Audiencex,Alight Analytics,The HOTH,JMC Brands,Valassis Digital,SwagChimp,CrowdHost Productions","Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $345
Plus Pass - $445
Premium Pass - $545
Platinum Pass - $995
Conference Pass + Masterclass - $545
Plus Pass + Masterclass - $645
Premium Pass + Masterclass - $745
Masterclass - $200
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Charlotte,2 Oct 2019-3 Oct 2019,08:30 AM - 06:15 PM (2 Oct 2019)|08:30 AM - 05:10 PM (3 Oct 2019),3-4 Oct 2018,Oct-20,USA,Charlotte,Charlotte Convention Center,1000,,https://charlotte.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

45+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://charlotte.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $295
Plus Pass - $395
Premium Pass - $495
Platinum Pass - $995
Conference Pass + Masterclass - $495
Plus Pass + Masterclass - $595
Premium Pass + Masterclass - $695
Masterclass - $200
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Internet Summit Raleigh,13 Nov 2019-14 Nov 2019,08:30 AM - 06:45 PM (13 Nov 2019)|08:30 AM - 05:50 PM (14 Nov 2019),14-15 Nov 2018,Nov-20,USA,Raleigh,Raleigh Convention Center,2000,,https://internetsummit.com/,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Gathering

90+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://internetsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $275
Plus Pass - $375
Premium Pass - $475
Platinum Pass - $995
Conference Pass + Masterclass - $475
Plus Pass + Masterclass - $575
Premium Pass + Masterclass - $675
Masterclass - $200
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/InternetSummit,https://www.instagram.com/internetsummit/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/internet_summit
Conference,Advertising,Digital Summit Minneapolis,14 Aug 2019-15 Aug 2019,08:30 AM - 06:30 PM (14 Aug 2019)|08:30 AM - 05:15 PM (15 Aug 2019),21-23 Aug 2018,Aug-20,USA,Minneapolis,Minneapolis Convention Center,1500,25,https://minneapolis.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

50+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://minneapolis.digitalsummit.com/why-attend/","Pantheon,SEMrush,Acoustic,Adtaxi,Workfront,Genius Monkey,ActiveCampaign,Data Dynamic,Brandfolder,Brandpoint,Simpli.fi,Ringba,PopResearch,Zoho Social,University of St. Thomas,Centro,Celarity,Versique,Rocket55,Siteimprove","Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $395
Plus Pass - $495
Premium Pass - $595
Platinum Pass - $995
Conference Pass + Masterclass - $595
Plus Pass + Masterclass - $695
Premium Pass + Masterclass - $795
Masterclass - $200
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Chicago,28 Aug 2019-29 Aug 2019,08:30 AM - 06:30 PM (28 Aug 2019)|08:30 AM - 06:00 PM (29 Aug 2019),26-27 Sep 2018,Aug-Sep 2020,USA,Chicago,McCormick Place Convention Center,1700,25,https://chicago.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

55+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://chicago.digitalsummit.com/why-attend/","Pantheon,Acoustic,Upland CXM,Spectrum Reach,Lumavate,Alight Analytics,Ringba,Naylor,Accelo,TMMData,Datawrkz,Audiencex,Brandfolder,Sprout Social,Act On,Brandpoint,PicMonkey,Adthena,Blis,Omnia Marketing Systems","Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $395
Plus Pass - $495
Premium Pass - $595
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Detroit,25 Sep 2019-26 Sep 2019,08:30 AM - 06:30 PM (25 Sep 2019)|08:30 AM - 05:30 PM (26 Sep 2019),12-13 Sep 2018,Sep-20,USA,Detroit,Cobo Center Grand Ballroom,1500,,https://detroit.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

55+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://detroit.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $295
Plus Pass - $395
Premium Pass - $495
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
